family,coef1_index,coef3_index,coef1,coef3,index,input_i,output_i,output_q,gain_linear,overflow,delta_from_nominal
coef1,2,2,0.7,0.2,97,22913,18280,0,0.7978003753327805,0,0
coef1,2,2,0.7,0.2,98,23150,18516,0,0.7998272138228941,0,0
coef1,2,2,0.7,0.2,99,23386,18753,0,0.8018900196698879,0,0
coef1,2,2,0.7,0.2,100,23622,18991,0,0.8039539412412158,0,0
coef1,2,2,0.7,0.2,101,23858,19231,0,0.8060608600888591,0,0
coef1,2,2,0.7,0.2,102,24094,19472,0,0.8081680086328547,0,0
coef1,2,2,0.7,0.2,103,24331,19715,0,0.8102831778389709,0,0
coef1,2,2,0.7,0.2,104,24567,19959,0,0.8124313102942973,0,0
coef1,2,2,0.7,0.2,105,24803,20205,0,0.8146191992904084,0,0
coef1,2,2,0.7,0.2,106,25039,20452,0,0.8168057829785534,0,0
coef1,2,2,0.7,0.2,107,25276,20702,0,0.8190378224402596,0,0
coef1,2,2,0.7,0.2,108,25512,20952,0,0.8212605832549389,0,0
coef1,2,2,0.7,0.2,109,25748,21204,0,0.8235202734192947,0,0
coef1,2,2,0.7,0.2,110,25984,21457,0,0.8257774014778325,0,0
coef1,2,2,0.7,0.2,111,26220,21712,0,0.8280701754385965,0,0
coef1,2,2,0.7,0.2,112,26457,21970,0,0.8304040518577314,0,0
coef1,2,2,0.7,0.2,113,26693,22228,0,0.8327276814146031,0,0
coef1,2,2,0.7,0.2,114,26929,22488,0,0.835084852760964,0,0
coef1,2,2,0.7,0.2,115,27165,22750,0,0.8374746916988772,0,0
coef1,2,2,0.7,0.2,116,27402,23014,0,0.8398657032333406,0,0
coef1,2,2,0.7,0.2,117,27638,23280,0,0.8423185469281425,0,0
coef1,2,2,0.7,0.2,118,27874,23546,0,0.8447298557795795,0,0
coef1,2,2,0.7,0.2,119,28110,23815,0,0.8472073995019566,0,0
coef1,2,2,0.7,0.2,120,28346,24085,0,0.8496789670500247,0,0
coef1,2,2,0.7,0.2,121,28583,24358,0,0.8521848651296225,0,0
coef1,2,2,0.7,0.2,122,28819,24632,0,0.8547139040216524,0,0
coef1,2,2,0.7,0.2,123,29055,24908,0,0.8572706935123042,0,0
coef1,2,2,0.7,0.2,124,29291,25185,0,0.8598204226554231,0,0
coef1,2,2,0.7,0.2,125,29528,25466,0,0.8624356542942292,0,0
coef1,2,2,0.7,0.2,126,29764,25747,0,0.8650383013035883,0,0
coef1,2,2,0.7,0.2,127,30000,26030,0,0.8676666666666667,0,0
coef1,3,2,0.71,0.2,0,0,0,0,0.0,0,0
coef1,3,2,0.71,0.2,1,236,168,0,0.711864406779661,0,3
coef1,3,2,0.71,0.2,2,472,335,0,0.7097457627118644,0,5
coef1,3,2,0.71,0.2,3,709,503,0,0.7094499294781382,0,7
coef1,3,2,0.71,0.2,4,945,671,0,0.71005291005291,0,9
coef1,3,2,0.71,0.2,5,1181,839,0,0.7104149026248942,0,12
coef1,3,2,0.71,0.2,6,1417,1007,0,0.7106563161609033,0,15
coef1,3,2,0.71,0.2,7,1654,1175,0,0.7103990326481258,0,16
coef1,3,2,0.71,0.2,8,1890,1343,0,0.7105820105820105,0,19
coef1,3,2,0.71,0.2,9,2126,1511,0,0.7107243650047037,0,21
coef1,3,2,0.71,0.2,10,2362,1679,0,0.7108382726502963,0,23
coef1,3,2,0.71,0.2,11,2598,1848,0,0.7113163972286374,0,26
coef1,3,2,0.71,0.2,12,2835,2017,0,0.7114638447971782,0,28
coef1,3,2,0.71,0.2,13,3071,2186,0,0.7118202539889287,0,31
coef1,3,2,0.71,0.2,14,3307,2355,0,0.7121257937707892,0,33
coef1,3,2,0.71,0.2,15,3543,2524,0,0.7123906294101044,0,36
coef1,3,2,0.71,0.2,16,3780,2694,0,0.7126984126984127,0,38
coef1,3,2,0.71,0.2,17,4016,2863,0,0.712898406374502,0,40
coef1,3,2,0.71,0.2,18,4252,3033,0,0.7133113828786454,0,42
coef1,3,2,0.71,0.2,19,4488,3203,0,0.713680926916221,0,45
coef1,3,2,0.71,0.2,20,4724,3374,0,0.714225232853514,0,48
coef1,3,2,0.71,0.2,21,4961,3545,0,0.7145736746623664,0,49
coef1,3,2,0.71,0.2,22,5197,3716,0,0.7150279007119492,0,52
coef1,3,2,0.71,0.2,23,5433,3887,0,0.7154426651941836,0,54
coef1,3,2,0.71,0.2,24,5669,4059,0,0.7159992944081849,0,57
coef1,3,2,0.71,0.2,25,5906,4232,0,0.7165594310870301,0,59
coef1,3,2,0.71,0.2,26,6142,4404,0,0.7170302832953436,0,61
coef1,3,2,0.71,0.2,27,6378,4577,0,0.7176230793352149,0,64
coef1,3,2,0.71,0.2,28,6614,4750,0,0.7181735712125794,0,66
coef1,3,2,0.71,0.2,29,6850,4923,0,0.7186861313868613,0,68
coef1,3,2,0.71,0.2,30,7087,5098,0,0.7193452800903062,0,71
coef1,3,2,0.71,0.2,31,7323,5272,0,0.7199235286084937,0,73
coef1,3,2,0.71,0.2,32,7559,5447,0,0.720597962693478,0,75
coef1,3,2,0.71,0.2,33,7795,5623,0,0.7213598460551636,0,78
coef1,3,2,0.71,0.2,34,8031,5798,0,0.7219524343170215,0,80
coef1,3,2,0.71,0.2,35,8268,5975,0,0.7226656990807934,0,82
coef1,3,2,0.71,0.2,36,8504,6152,0,0.7234242709313264,0,85
coef1,3,2,0.71,0.2,37,8740,6330,0,0.7242562929061785,0,88
coef1,3,2,0.71,0.2,38,8976,6508,0,0.7250445632798574,0,90
coef1,3,2,0.71,0.2,39,9213,6687,0,0.7258222077499186,0,92
coef1,3,2,0.71,0.2,40,9449,6866,0,0.7266377394433273,0,94
coef1,3,2,0.71,0.2,41,9685,7045,0,0.7274135260712442,0,96
coef1,3,2,0.71,0.2,42,9921,7226,0,0.7283539965729261,0,99
coef1,3,2,0.71,0.2,43,10157,7407,0,0.7292507630205769,0,102
coef1,3,2,0.71,0.2,44,10394,7589,0,0.7301327689051376,0,104
coef1,3,2,0.71,0.2,45,10630,7771,0,0.7310442144873001,0,106
coef1,3,2,0.71,0.2,46,10866,7954,0,0.7320080986563593,0,109
coef1,3,2,0.71,0.2,47,11102,8137,0,0.7329310034228067,0,111
coef1,3,2,0.71,0.2,48,11339,8322,0,0.7339271540700238,0,113
coef1,3,2,0.71,0.2,49,11575,8507,0,0.7349460043196544,0,115
coef1,3,2,0.71,0.2,50,11811,8693,0,0.736008805350944,0,118
coef1,3,2,0.71,0.2,51,12047,8879,0,0.7370299659666307,0,120
coef1,3,2,0.71,0.2,52,12283,9066,0,0.738093299682488,0,123
coef1,3,2,0.71,0.2,53,12520,9255,0,0.7392172523961661,0,125
coef1,3,2,0.71,0.2,54,12756,9443,0,0.7402790843524616,0,127
coef1,3,2,0.71,0.2,55,12992,9633,0,0.7414562807881774,0,130
coef1,3,2,0.71,0.2,56,13228,9823,0,0.7425914726338071,0,132
coef1,3,2,0.71,0.2,57,13465,10015,0,0.7437801708132195,0,135
coef1,3,2,0.71,0.2,58,13701,10207,0,0.7449821180935698,0,137
coef1,3,2,0.71,0.2,59,13937,10399,0,0.7461433594030279,0,139
coef1,3,2,0.71,0.2,60,14173,10593,0,0.7474070415578917,0,141
coef1,3,2,0.71,0.2,61,14409,10788,0,0.7486987299604414,0,144
coef1,3,2,0.71,0.2,62,14646,10984,0,0.7499658609859348,0,146
coef1,3,2,0.71,0.2,63,14882,11180,0,0.7512431124848811,0,148
coef1,3,2,0.71,0.2,64,15118,11377,0,0.7525466331525335,0,151
coef1,3,2,0.71,0.2,65,15354,11575,0,0.7538752116712257,0,153
coef1,3,2,0.71,0.2,66,15591,11775,0,0.7552434096594189,0,155
coef1,3,2,0.71,0.2,67,15827,11976,0,0.7566816200164276,0,158
coef1,3,2,0.71,0.2,68,16063,12177,0,0.7580775695698189,0,161
coef1,3,2,0.71,0.2,69,16299,12379,0,0.7594944475121173,0,163
coef1,3,2,0.71,0.2,70,16535,12582,0,0.7609313577260357,0,165
coef1,3,2,0.71,0.2,71,16772,12787,0,0.7624016217505366,0,168
coef1,3,2,0.71,0.2,72,17008,12992,0,0.7638758231420508,0,170
coef1,3,2,0.71,0.2,73,17244,13198,0,0.7653676641150545,0,172
coef1,3,2,0.71,0.2,74,17480,13406,0,0.7669336384439359,0,175
coef1,3,2,0.71,0.2,75,17717,13615,0,0.7684709600948242,0,177
coef1,3,2,0.71,0.2,76,17953,13824,0,0.770010583189439,0,179
coef1,3,2,0.71,0.2,77,18189,14035,0,0.7716202100170433,0,182
coef1,3,2,0.71,0.2,78,18425,14247,0,0.7732428765264586,0,184
coef1,3,2,0.71,0.2,79,18661,14460,0,0.7748780879909972,0,187
coef1,3,2,0.71,0.2,80,18898,14675,0,0.7765371997036723,0,189
coef1,3,2,0.71,0.2,81,19134,14890,0,0.7781958816765966,0,191
coef1,3,2,0.71,0.2,82,19370,15106,0,0.7798657718120805,0,193
coef1,3,2,0.71,0.2,83,19606,15324,0,0.7815974701621953,0,196
coef1,3,2,0.71,0.2,84,19843,15544,0,0.7833492919417426,0,198
coef1,3,2,0.71,0.2,85,20079,15764,0,0.7850988595049554,0,201
coef1,3,2,0.71,0.2,86,20315,15985,0,0.786857002215112,0,203
coef1,3,2,0.71,0.2,87,20551,16208,0,0.7886720840834995,0,205
coef1,3,2,0.71,0.2,88,20787,16432,0,0.7904940587867417,0,208
coef1,3,2,0.71,0.2,89,21024,16658,0,0.7923325722983258,0,210
coef1,3,2,0.71,0.2,90,21260,16884,0,0.794167450611477,0,212
coef1,3,2,0.71,0.2,91,21496,17112,0,0.7960550800148865,0,214
coef1,3,2,0.71,0.2,92,21732,17341,0,0.7979477268544083,0,216
coef1,3,2,0.71,0.2,93,21969,17573,0,0.7998998588920752,0,219
coef1,3,2,0.71,0.2,94,22205,17805,0,0.8018464309840126,0,222
coef1,3,2,0.71,0.2,95,22441,18038,0,0.8037966222539102,0,224
coef1,3,2,0.71,0.2,96,22677,18273,0,0.8057944172509591,0,227
coef1,3,2,0.71,0.2,97,22913,18509,0,0.8077947016977262,0,229
coef1,3,2,0.71,0.2,98,23150,18747,0,0.8098056155507559,0,231
coef1,3,2,0.71,0.2,99,23386,18986,0,0.8118532455315146,0,233
coef1,3,2,0.71,0.2,100,23622,19227,0,0.8139446278892558,0,236
coef1,3,2,0.71,0.2,101,23858,19469,0,0.8160365495850449,0,238
coef1,3,2,0.71,0.2,102,24094,19712,0,0.8181289947704823,0,240
coef1,3,2,0.71,0.2,103,24331,19958,0,0.8202704368912087,0,243
coef1,3,2,0.71,0.2,104,24567,20204,0,0.8224040379370701,0,245
coef1,3,2,0.71,0.2,105,24803,20452,0,0.8245776720557997,0,247
coef1,3,2,0.71,0.2,106,25039,20702,0,0.8267902072766484,0,250
coef1,3,2,0.71,0.2,107,25276,20954,0,0.8290077543915176,0,252
coef1,3,2,0.71,0.2,108,25512,21206,0,0.8312166823455629,0,254
coef1,3,2,0.71,0.2,109,25748,21461,0,0.8335016311946559,0,257
coef1,3,2,0.71,0.2,110,25984,21716,0,0.8357450738916257,0,259
coef1,3,2,0.71,0.2,111,26220,21974,0,0.8380625476735316,0,262
coef1,3,2,0.71,0.2,112,26457,22234,0,0.8403825074649431,0,264
coef1,3,2,0.71,0.2,113,26693,22495,0,0.8427303038249728,0,267
coef1,3,2,0.71,0.2,114,26929,22757,0,0.8450740837015857,0,269
coef1,3,2,0.71,0.2,115,27165,23021,0,0.847450763850543,0,271
coef1,3,2,0.71,0.2,116,27402,23288,0,0.8498649733596088,0,274
coef1,3,2,0.71,0.2,117,27638,23555,0,0.852268615674072,0,275
coef1,3,2,0.71,0.2,118,27874,23824,0,0.8547033077419818,0,278
coef1,3,2,0.71,0.2,119,28110,24095,0,0.8571682675204554,0,280
coef1,3,2,0.71,0.2,120,28346,24368,0,0.8596627390107952,0,283
coef1,3,2,0.71,0.2,121,28583,24644,0,0.8621908127208481,0,286
coef1,3,2,0.71,0.2,122,28819,24920,0,0.8647073111488949,0,288
coef1,3,2,0.71,0.2,123,29055,25198,0,0.8672517638960592,0,290
coef1,3,2,0.71,0.2,124,29291,25478,0,0.8698234952715851,0,293
coef1,3,2,0.71,0.2,125,29528,25760,0,0.8723923056082362,0,294
coef1,3,2,0.71,0.2,126,29764,26044,0,0.8750167988173633,0,297
coef1,3,2,0.71,0.2,127,30000,26329,0,0.8776333333333334,0,299
coef1,4,2,0.72,0.2,0,0,0,0,0.0,0,0
coef1,4,2,0.72,0.2,1,236,170,0,0.7203389830508474,0,5
coef1,4,2,0.72,0.2,2,472,340,0,0.7203389830508474,0,10
coef1,4,2,0.72,0.2,3,709,511,0,0.7207334273624824,0,15
coef1,4,2,0.72,0.2,4,945,681,0,0.7206349206349206,0,19
coef1,4,2,0.72,0.2,5,1181,851,0,0.720575783234547,0,24
coef1,4,2,0.72,0.2,6,1417,1021,0,0.7205363443895554,0,29
coef1,4,2,0.72,0.2,7,1654,1192,0,0.720677146311971,0,33
coef1,4,2,0.72,0.2,8,1890,1362,0,0.7206349206349206,0,38
coef1,4,2,0.72,0.2,9,2126,1533,0,0.7210724365004704,0,43
coef1,4,2,0.72,0.2,10,2362,1703,0,0.7209991532599492,0,47
coef1,4,2,0.72,0.2,11,2598,1874,0,0.7213240954580447,0,52
coef1,4,2,0.72,0.2,12,2835,2045,0,0.7213403880070547,0,56
coef1,4,2,0.72,0.2,13,3071,2217,0,0.7219146857701074,0,62
coef1,4,2,0.72,0.2,14,3307,2388,0,0.722104626549743,0,66
coef1,4,2,0.72,0.2,15,3543,2559,0,0.7222692633361558,0,71
coef1,4,2,0.72,0.2,16,3780,2732,0,0.7227513227513227,0,76
coef1,4,2,0.72,0.2,17,4016,2904,0,0.7231075697211156,0,81
coef1,4,2,0.72,0.2,18,4252,3076,0,0.7234242709313264,0,85
coef1,4,2,0.72,0.2,19,4488,3248,0,0.7237076648841355,0,90
coef1,4,2,0.72,0.2,20,4724,3421,0,0.7241744284504658,0,95
coef1,4,2,0.72,0.2,21,4961,3595,0,0.7246522878451925,0,99
coef1,4,2,0.72,0.2,22,5197,3768,0,0.7250336732730421,0,104
coef1,4,2,0.72,0.2,23,5433,3942,0,0.725565985643291,0,109
coef1,4,2,0.72,0.2,24,5669,4116,0,0.7260539777738578,0,114
coef1,4,2,0.72,0.2,25,5906,4291,0,0.726549271926854,0,118
coef1,4,2,0.72,0.2,26,6142,4465,0,0.7269619016606969,0,122
coef1,4,2,0.72,0.2,27,6378,4640,0,0.7275007839448103,0,127
coef1,4,2,0.72,0.2,28,6614,4816,0,0.7281524039915331,0,132
coef1,4,2,0.72,0.2,29,6850,4992,0,0.7287591240875912,0,137
coef1,4,2,0.72,0.2,30,7087,5169,0,0.7293636235360519,0,142
coef1,4,2,0.72,0.2,31,7323,5346,0,0.7300286767718148,0,147
coef1,4,2,0.72,0.2,32,7559,5523,0,0.7306522026723111,0,151
coef1,4,2,0.72,0.2,33,7795,5701,0,0.7313662604233483,0,156
coef1,4,2,0.72,0.2,34,8031,5879,0,0.73203835138837,0,161
coef1,4,2,0.72,0.2,35,8268,6058,0,0.7327044025157232,0,165
coef1,4,2,0.72,0.2,36,8504,6237,0,0.7334195672624647,0,170
coef1,4,2,0.72,0.2,37,8740,6417,0,0.7342105263157894,0,175
coef1,4,2,0.72,0.2,38,8976,6597,0,0.7349598930481284,0,179
coef1,4,2,0.72,0.2,39,9213,6779,0,0.7358080972538804,0,184
coef1,4,2,0.72,0.2,40,9449,6960,0,0.7365858821039264,0,188
coef1,4,2,0.72,0.2,41,9685,7142,0,0.737429013939081,0,193
coef1,4,2,0.72,0.2,42,9921,7325,0,0.7383328293518798,0,198
coef1,4,2,0.72,0.2,43,10157,7508,0,0.7391946440878212,0,203
coef1,4,2,0.72,0.2,44,10394,7693,0,0.7401385414662305,0,208
coef1,4,2,0.72,0.2,45,10630,7877,0,0.7410159924741299,0,212
coef1,4,2,0.72,0.2,46,10866,8063,0,0.7420393889195657,0,218
coef1,4,2,0.72,0.2,47,11102,8248,0,0.7429292019455954,0,222
coef1,4,2,0.72,0.2,48,11339,8436,0,0.74398095070112,0,227
coef1,4,2,0.72,0.2,49,11575,8623,0,0.7449676025917926,0,231
coef1,4,2,0.72,0.2,50,11811,8811,0,0.745999491998984,0,236
coef1,4,2,0.72,0.2,51,12047,9000,0,0.7470739603220719,0,241
coef1,4,2,0.72,0.2,52,12283,9189,0,0.7481071399495237,0,246
coef1,4,2,0.72,0.2,53,12520,9380,0,0.7492012779552716,0,250
coef1,4,2,0.72,0.2,54,12756,9571,0,0.7503135779241141,0,255
coef1,4,2,0.72,0.2,55,12992,9763,0,0.7514624384236454,0,260
coef1,4,2,0.72,0.2,56,13228,9955,0,0.7525703054127608,0,264
coef1,4,2,0.72,0.2,57,13465,10150,0,0.753806164129224,0,270
coef1,4,2,0.72,0.2,58,13701,10344,0,0.754981388219838,0,274
coef1,4,2,0.72,0.2,59,13937,10539,0,0.7561885628183971,0,279
coef1,4,2,0.72,0.2,60,14173,10735,0,0.7574260918648134,0,283
coef1,4,2,0.72,0.2,61,14409,10932,0,0.7586924838642515,0,288
coef1,4,2,0.72,0.2,62,14646,11130,0,0.7599344530929947,0,292
coef1,4,2,0.72,0.2,63,14882,11329,0,0.7612552076333826,0,297
coef1,4,2,0.72,0.2,64,15118,11529,0,0.7626008731313666,0,303
coef1,4,2,0.72,0.2,65,15354,11729,0,0.7639051712908689,0,307
coef1,4,2,0.72,0.2,66,15591,11931,0,0.7652491822205119,0,311
coef1,4,2,0.72,0.2,67,15827,12134,0,0.7666645605610666,0,316
coef1,4,2,0.72,0.2,68,16063,12337,0,0.7680383490008094,0,321
coef1,4,2,0.72,0.2,69,16299,12542,0,0.76949506104669,0,326
coef1,4,2,0.72,0.2,70,16535,12747,0,0.7709101905049894,0,330
coef1,4,2,0.72,0.2,71,16772,12955,0,0.7724183162413546,0,336
coef1,4,2,0.72,0.2,72,17008,13162,0,0.7738711194731891,0,340
coef1,4,2,0.72,0.2,73,17244,13371,0,0.7754001391788448,0,345
coef1,4,2,0.72,0.2,74,17480,13581,0,0.7769450800915332,0,350
coef1,4,2,0.72,0.2,75,17717,13792,0,0.7784613647908788,0,354
coef1,4,2,0.72,0.2,76,17953,14004,0,0.7800367626580516,0,359
coef1,4,2,0.72,0.2,77,18189,14217,0,0.7816262576282369,0,364
coef1,4,2,0.72,0.2,78,18425,14431,0,0.7832293080054274,0,368
coef1,4,2,0.72,0.2,79,18661,14646,0,0.7848453994962756,0,373
coef1,4,2,0.72,0.2,80,18898,14864,0,0.7865382580167214,0,378
coef1,4,2,0.72,0.2,81,19134,15081,0,0.7881781122608968,0,382
coef1,4,2,0.72,0.2,82,19370,15300,0,0.7898812596799174,0,387
coef1,4,2,0.72,0.2,83,19606,15520,0,0.7915944098745282,0,392
coef1,4,2,0.72,0.2,84,19843,15742,0,0.7933276218313763,0,396
coef1,4,2,0.72,0.2,85,20079,15965,0,0.7951093181931371,0,402
coef1,4,2,0.72,0.2,86,20315,16189,0,0.796898843219296,0,407
coef1,4,2,0.72,0.2,87,20551,16414,0,0.7986959272054888,0,411
coef1,4,2,0.72,0.2,88,20787,16640,0,0.8005003126954346,0,416
coef1,4,2,0.72,0.2,89,21024,16868,0,0.8023211567732116,0,420
coef1,4,2,0.72,0.2,90,21260,17097,0,0.8041862652869238,0,425
coef1,4,2,0.72,0.2,91,21496,17327,0,0.8060569408262003,0,429
coef1,4,2,0.72,0.2,92,21732,17559,0,0.8079790171176146,0,434
coef1,4,2,0.72,0.2,93,21969,17793,0,0.8099139696845555,0,439
coef1,4,2,0.72,0.2,94,22205,18027,0,0.8118441792389102,0,444
coef1,4,2,0.72,0.2,95,22441,18263,0,0.8138229134174056,0,449
coef1,4,2,0.72,0.2,96,22677,18500,0,0.8158045596860255,0,454
coef1,4,2,0.72,0.2,97,22913,18738,0,0.8177890280626718,0,458
coef1,4,2,0.72,0.2,98,23150,18979,0,0.8198272138228941,0,463
coef1,4,2,0.72,0.2,99,23386,19220,0,0.8218592320191568,0,467
coef1,4,2,0.72,0.2,100,23622,19463,0,0.8239353145372957,0,472
coef1,4,2,0.72,0.2,101,23858,19707,0,0.8260122390812306,0,476
coef1,4,2,0.72,0.2,102,24094,19953,0,0.8281314850170167,0,481
coef1,4,2,0.72,0.2,103,24331,20201,0,0.8302576959434467,0,486
coef1,4,2,0.72,0.2,104,24567,20450,0,0.8324174705906298,0,491
coef1,4,2,0.72,0.2,105,24803,20700,0,0.8345764625246946,0,495
coef1,4,2,0.72,0.2,106,25039,20952,0,0.8367746315747434,0,500
coef1,4,2,0.72,0.2,107,25276,21207,0,0.8390172495648046,0,505
coef1,4,2,0.72,0.2,108,25512,21462,0,0.8412511759172154,0,510
coef1,4,2,0.72,0.2,109,25748,21718,0,0.8434829889700171,0,514
coef1,4,2,0.72,0.2,110,25984,21976,0,0.8457512315270936,0,519
coef1,4,2,0.72,0.2,111,26220,22236,0,0.8480549199084668,0,524
coef1,4,2,0.72,0.2,112,26457,22499,0,0.8503987602524852,0,529
coef1,4,2,0.72,0.2,113,26693,22762,0,0.8527329262353426,0,534
coef1,4,2,0.72,0.2,114,26929,23027,0,0.8551004493297188,0,539
coef1,4,2,0.72,0.2,115,27165,23293,0,0.8574636480765692,0,543
coef1,4,2,0.72,0.2,116,27402,23562,0,0.859864243485877,0,548
coef1,4,2,0.72,0.2,117,27638,23832,0,0.8622910485563354,0,552
coef1,4,2,0.72,0.2,118,27874,24103,0,0.8647126354308675,0,557
coef1,4,2,0.72,0.2,119,28110,24377,0,0.8672002845962291,0,562
coef1,4,2,0.72,0.2,120,28346,24652,0,0.8696817893177168,0,567
coef1,4,2,0.72,0.2,121,28583,24930,0,0.8721967603120736,0,572
coef1,4,2,0.72,0.2,122,28819,25208,0,0.8747007182761373,0,576
coef1,4,2,0.72,0.2,123,29055,25489,0,0.8772672517638961,0,581
coef1,4,2,0.72,0.2,124,29291,25771,0,0.879826567887747,0,586
coef1,4,2,0.72,0.2,125,29528,26056,0,0.8824166892441073,0,590
coef1,4,2,0.72,0.2,126,29764,26342,0,0.8850288939658648,0,595
coef1,4,2,0.72,0.2,127,30000,26629,0,0.8876333333333334,0,599
coef3,2,0,0.7,0.18,0,0,0,0,0.0,0,0
coef3,2,0,0.7,0.18,1,236,165,0,0.6991525423728814,0,0
coef3,2,0,0.7,0.18,2,472,330,0,0.6991525423728814,0,0
coef3,2,0,0.7,0.18,3,709,496,0,0.6995768688293371,0,0
coef3,2,0,0.7,0.18,4,945,662,0,0.7005291005291006,0,0
coef3,2,0,0.7,0.18,5,1181,827,0,0.7002540220152413,0,0
coef3,2,0,0.7,0.18,6,1417,992,0,0.7000705716302047,0,0
coef3,2,0,0.7,0.18,7,1654,1159,0,0.7007255139056832,0,0
coef3,2,0,0.7,0.18,8,1890,1324,0,0.7005291005291006,0,0
coef3,2,0,0.7,0.18,9,2126,1490,0,0.7008466603951082,0,0
coef3,2,0,0.7,0.18,10,2362,1656,0,0.7011007620660458,0,0
coef3,2,0,0.7,0.18,11,2598,1822,0,0.7013086989992302,0,0
coef3,2,0,0.7,0.18,12,2835,1988,0,0.7012345679012346,0,-1
coef3,2,0,0.7,0.18,13,3071,2155,0,0.7017258222077499,0,0
coef3,2,0,0.7,0.18,14,3307,2321,0,0.701844572119746,0,-1
coef3,2,0,0.7,0.18,15,3543,2488,0,0.7022297488004516,0,0
coef3,2,0,0.7,0.18,16,3780,2655,0,0.7023809523809523,0,-1
coef3,2,0,0.7,0.18,17,4016,2822,0,0.7026892430278885,0,-1
coef3,2,0,0.7,0.18,18,4252,2989,0,0.7029633113828786,0,-2
coef3,2,0,0.7,0.18,19,4488,3157,0,0.7034313725490197,0,-1
coef3,2,0,0.7,0.18,20,4724,3325,0,0.70385266723116,0,-1
coef3,2,0,0.7,0.18,21,4961,3493,0,0.7040919169522274,0,-3
coef3,2,0,0.7,0.18,22,5197,3661,0,0.7044448720415625,0,-3
coef3,2,0,0.7,0.18,23,5433,3830,0,0.7049512240014725,0,-3
coef3,2,0,0.7,0.18,24,5669,3999,0,0.7054154171811607,0,-3
coef3,2,0,0.7,0.18,25,5906,4169,0,0.7058923129021334,0,-4
coef3,2,0,0.7,0.18,26,6142,4338,0,0.706284597850863,0,-5
coef3,2,0,0.7,0.18,27,6378,4508,0,0.7068046409532769,0,-5
coef3,2,0,0.7,0.18,28,6614,4678,0,0.7072875718173571,0,-6
coef3,2,0,0.7,0.18,29,6850,4849,0,0.7078832116788322,0,-6
coef3,2,0,0.7,0.18,30,7087,5021,0,0.7084803160716805,0,-6
coef3,2,0,0.7,0.18,31,7323,5192,0,0.7089990441076062,0,-7
coef3,2,0,0.7,0.18,32,7559,5364,0,0.7096176742955418,0,-8
coef3,2,0,0.7,0.18,33,7795,5536,0,0.7101988454137268,0,-9
coef3,2,0,0.7,0.18,34,8031,5709,0,0.710870377288009,0,-9
coef3,2,0,0.7,0.18,35,8268,5882,0,0.7114175133043058,0,-11
coef3,2,0,0.7,0.18,36,8504,6056,0,0.7121354656632173,0,-11
coef3,2,0,0.7,0.18,37,8740,6230,0,0.7128146453089245,0,-12
coef3,2,0,0.7,0.18,38,8976,6405,0,0.7135695187165776,0,-13
coef3,2,0,0.7,0.18,39,9213,6580,0,0.7142081840877021,0,-15
coef3,2,0,0.7,0.18,40,9449,6756,0,0.7149962959043284,0,-16
coef3,2,0,0.7,0.18,41,9685,6932,0,0.7157459989674755,0,-17
coef3,2,0,0.7,0.18,42,9921,7109,0,0.7165608305614354,0,-18
coef3,2,0,0.7,0.18,43,10157,7286,0,0.7173377965934823,0,-19
coef3,2,0,0.7,0.18,44,10394,7464,0,0.7181065999615163,0,-21
coef3,2,0,0.7,0.18,45,10630,7642,0,0.7189087488240827,0,-23
coef3,2,0,0.7,0.18,46,10866,7821,0,0.7197680839315296,0,-24
coef3,2,0,0.7,0.18,47,11102,8001,0,0.7206809583858764,0,-25
coef3,2,0,0.7,0.18,48,11339,8182,0,0.7215803862774495,0,-27
coef3,2,0,0.7,0.18,49,11575,8363,0,0.7225053995680346,0,-29
coef3,2,0,0.7,0.18,50,11811,8544,0,0.7233934467868935,0,-31
coef3,2,0,0.7,0.18,51,12047,8726,0,0.7243297086411554,0,-33
coef3,2,0,0.7,0.18,52,12283,8909,0,0.7253114060083041,0,-34
coef3,2,0,0.7,0.18,53,12520,9093,0,0.7262779552715655,0,-37
coef3,2,0,0.7,0.18,54,12756,9277,0,0.7272656005017247,0,-39
coef3,2,0,0.7,0.18,55,12992,9462,0,0.7282943349753694,0,-41
coef3,2,0,0.7,0.18,56,13228,9648,0,0.7293619594798911,0,-43
coef3,2,0,0.7,0.18,57,13465,9835,0,0.7304121797252136,0,-45
coef3,2,0,0.7,0.18,58,13701,10022,0,0.7314794540544486,0,-48
coef3,2,0,0.7,0.18,59,13937,10210,0,0.7325823347922795,0,-50
coef3,2,0,0.7,0.18,60,14173,10399,0,0.7337190432512524,0,-53
coef3,2,0,0.7,0.18,61,14409,10588,0,0.7348185162051496,0,-56
coef3,2,0,0.7,0.18,62,14646,10779,0,0.7359688652191725,0,-59
coef3,2,0,0.7,0.18,63,14882,10970,0,0.7371321058997446,0,-62
coef3,2,0,0.7,0.18,64,15118,11162,0,0.7383251752877364,0,-64
coef3,2,0,0.7,0.18,65,15354,11355,0,0.7395466979288785,0,-67
coef3,2,0,0.7,0.18,66,15591,11549,0,0.740747867359374,0,-71
coef3,2,0,0.7,0.18,67,15827,11744,0,0.7420231250394895,0,-74
coef3,2,0,0.7,0.18,68,16063,11939,0,0.7432609101662205,0,-77
coef3,2,0,0.7,0.18,69,16299,12135,0,0.744524203938892,0,-81
coef3,2,0,0.7,0.18,70,16535,12333,0,0.7458723918959782,0,-84
